artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
1,1869,13,10,772,0,70366997,6,18,1,0,0,130,G,Minor,53,52,63,63,0,10,23
1,2132,2,27,3804,10,646451141,22,21,38,0,0,88,,Major,84,88,86,17,0,10,5
1,2065,12,24,9768,2,793465309,140,117,175,1,10,115,C#,Minor,42,56,81,22,0,66,6
2,2104,3,24,377,0,84552293,15,14,5,0,1,144,B,Minor,64,11,83,7,49,27,6
1,2008,5,13,6066,0,323040136,54,16,71,0,211,128,D#,Minor,85,37,61,42,0,12,13
1,2126,5,28,25144,4,1974436172,123,101,1810,0,19,131,,Minor,38,12,55,8,0,14,8
1,1957,8,8,810,0,194677482,45,10,26,1,1,132,D#,Major,74,28,47,88,0,10,36
1,2010,3,25,400,17,179302603,4,66,5,0,5,131,G,Major,64,31,76,0,0,41,4
1,1979,1,1,33058,23,1656882331,248,50,5899,1,52,163,D,Major,68,6,68,1,0,34,24
1,2220,11,12,599,4,214074910,38,97,23,0,0,96,C#,Major,55,31,88,0,0,10,11
1,2069,4,20,2205,0,244741184,49,9,46,0,1,84,G,Major,38,20,66,9,0,8,8
1,1951,12,26,7282,8,1039955193,41,17,141,0,6,70,A#,Major,56,45,71,63,0,13,4
1,2156,12,17,1439,2,265883997,17,13,16,0,0,129,,Major,76,42,72,29,0,8,48
1,2012,6,21,9660,0,337168137,205,65,278,14,2,126,C#,Minor,74,84,92,4,0,27,7
1,1973,7,15,2240,26,374668803,76,11,36,8,59,140,G#,Major,77,70,71,3,0,26,4
1,1924,8,17,154,4,144972366,5,6,1,1,18,143,G,Major,65,33,42,43,0,9,3
1,2128,8,5,1448,4,163642986,22,10,19,0,0,166,G#,Minor,72,50,59,14,0,13,8
1,2000,1,1,4369,0,171639529,30,3,59,0,0,167,G#,Major,53,100,32,73,0,11,5
1,1935,12,23,9503,2,768974328,145,117,165,1,10,115,C#,Minor,47,58,73,23,0,72,6
1,1814,11,16,6339,0,431716381,92,1,288,0,0,126,C#,Major,44,73,23,91,0,17,4
2,1918,11,3,3685,17,655217969,164,32,119,20,0,126,A#,Major,78,78,68,37,0,15,4
2,2183,10,19,644,16,245662784,20,64,20,5,56,106,B,Major,70,90,58,56,0,5,2
1,2154,9,16,457,6,160071131,14,116,10,0,12,149,E,Minor,74,64,97,4,0,49,17
1,1840,2,19,3033,0,185516378,39,0,25,0,0,157,E,Minor,64,11,60,0,0,12,8
1,2104,12,10,2858,27,405042241,57,163,38,1,232,156,F,Major,57,41,50,13,0,12,14
1,1980,5,2,5363,5,243740700,133,59,118,0,99,119,C#,Major,58,62,90,2,0,28,11
1,2091,11,20,3037,0,211991305,44,0,109,0,0,154,A#,Major,59,48,43,13,0,12,16
1,2205,4,15,2614,38,188874906,55,83,64,3,494,161,D,Major,50,38,81,0,0,12,5
1,1885,9,20,2110,0,239392704,12,8,18,0,0,76,E,Minor,82,17,29,18,0,12,37
1,1847,13,8,858,0,55758368,2,13,2,0,0,145,C#,Major,86,70,48,5,0,12,7
1,1903,9,15,445,10,244091246,2,127,12,0,1,120,G,Major,95,55,66,7,0,60,9
2,1941,3,17,3072,54,728293094,35,225,46,14,385,156,F,Minor,61,81,79,45,0,8,3
2,2005,3,34,730,0,62121292,8,1,13,0,0,104,F#,Minor,46,47,72,40,0,37,20
2,1870,6,30,899,37,58797369,36,111,40,14,198,132,F#,Minor,76,74,69,13,0,54,4
2,1957,5,25,2318,0,203712712,21,1,45,1,0,85,F,Minor,68,42,85,2,0,55,23
1,2070,5,12,8810,78,1098898312,260,125,454,35,358,144,,Major,76,75,84,10,0,6,5
1,1894,12,9,1791,0,283889838,21,68,13,0,9,133,,Minor,64,37,54,47,0,15,6
1,1796,10,15,1853,0,405019685,1,0,30,0,0,97,B,Major,82,72,60,36,0,8,3
1,2063,12,5,2551,11,1611554264,0,0,853,0,0,151,,Major,61,40,28,88,0,13,4
2,2115,5,4,716,15,120514604,29,16,75,4,170,122,B,Major,80,61,99,51,1,9,5
1,1917,5,11,930,28,125375747,35,51,79,12,29,154,B,Major,82,38,43,88,0,9,11
1,1843,3,24,207,0,123226647,5,0,4,0,1,89,E,Minor,70,61,42,42,0,11,3
2,2173,4,15,1352,4,111230962,0,0,0,0,0,154,A,Major,97,74,62,14,0,10,18
1,1971,1,6,849,0,131135679,12,0,32,1,0,109,A#,Major,69,32,33,91,0,26,3
2,2133,9,15,713,0,80680882,17,0,9,0,0,84,D#,Minor,63,23,57,6,0,50,4
1,2179,11,6,6386,0,267353005,122,58,281,0,0,143,,Major,61,63,73,17,0,18,3
1,2206,4,30,2516,0,245346421,27,40,22,0,0,120,G#,Major,85,26,63,6,0,12,28
1,2102,6,23,4580,0,799881465,24,0,390,0,0,117,B,Minor,66,50,64,15,0,30,4
2,2216,4,11,4122,0,973491135,121,96,264,0,1,125,B,Minor,68,76,83,10,0,19,11
1,1805,10,22,8343,0,240212495,110,60,227,0,0,123,D#,Major,34,32,71,39,0,7,5
3,1866,10,3,5277,0,458353242,141,28,94,0,0,133,B,Minor,85,32,57,0,0,29,15
1,1825,3,3,371,4,96424789,4,19,0,0,0,116,F#,Minor,65,66,87,0,0,35,3
1,1967,4,18,2101,0,165706449,4,2,53,0,0,97,E,Minor,68,31,49,81,24,10,3
1,2075,5,13,17659,63,2264332299,172,84,1020,1,,119,A#,Major,63,38,83,5,2,11,3
2,2040,10,5,4542,41,719767296,59,78,83,12,15,103,C#,Minor,89,39,63,0,0,9,27
1,1992,6,23,1692,0,111724481,40,0,25,0,0,164,F,Minor,64,24,60,15,83,12,5
2,2039,7,9,15877,36,2838107191,536,98,753,30,0,167,C#,Major,57,46,77,4,0,11,5
2,2174,7,15,688,5,269309937,16,71,4,2,0,149,,Major,72,73,74,33,1,13,4
2,2035,12,4,310,2,123176104,10,6,7,1,10,93,B,Minor,76,88,63,3,0,10,3
4,2142,1,14,11645,0,932302446,207,50,652,0,17,124,D,Major,75,77,89,1,0,27,12
3,2043,1,1,12057,0,371751462,76,84,128,0,0,90,A,Major,22,18,27,86,0,39,3
1,1939,5,9,2871,0,69697685,28,0,28,0,0,100,G#,Minor,79,78,88,19,0,6,36
1,1945,6,9,285,0,81006328,0,17,6,0,0,145,G#,Minor,56,73,85,4,0,24,11
2,2121,1,6,566,0,55206829,18,3,3,0,0,126,F,Minor,89,75,54,16,0,13,29
2,1860,2,19,5017,14,393529499,109,40,286,1,31,129,C#,Major,91,44,76,6,0,16,14
1,2206,9,18,421,6,165563997,13,124,9,0,10,133,E,Minor,67,64,91,4,0,51,20
2,2168,1,1,32902,0,889801012,153,36,5553,1,970,104,D#,Minor,84,34,89,3,0,8,23
2,2107,6,20,589,49,53696992,1,47,8,0,1242,140,A,Major,69,89,80,75,9,10,8
2,1982,6,10,18037,36,2895251474,538,89,784,32,0,186,C#,Major,62,45,72,4,0,10,5
1,1965,12,12,8787,1,748293544,90,25,180,0,2,127,E,Minor,45,26,86,21,0,12,6
1,2199,10,6,6589,0,246833262,115,55,265,0,0,141,,Major,71,75,71,16,0,20,3
2,2181,3,14,7632,28,470407254,170,79,169,0,154,116,C#,Minor,79,77,69,1,0,5,5
1,1833,4,22,290,13,97873938,15,108,9,0,55,124,G#,Major,74,38,90,16,0,16,9
1,1913,8,16,22354,0,1095556773,123,1,654,3,0,100,A#,Minor,59,21,59,69,0,6,6
2,1901,4,7,689,31,192385805,20,97,25,8,214,152,F#,Major,63,36,75,36,0,10,3
3,2041,5,14,2169,0,85006637,9,0,7,0,0,130,G#,Major,59,63,65,50,0,31,42
2,2185,11,1,4639,28,355538577,194,96,160,18,67,109,G#,Major,76,64,84,7,0,18,10
1,1948,6,24,5349,0,481576992,42,20,76,13,0,99,G#,Minor,93,81,72,33,0,10,15
1,1894,11,26,3070,3,490758683,24,3,54,0,1,140,D,Major,76,57,89,25,0,13,19
2,1940,3,29,1532,0,73667159,23,0,17,0,34,74,G#,Major,76,77,62,52,0,21,35
1,2175,7,10,2125,8,241678378,113,70,113,1,8,88,A#,Minor,62,72,67,33,0,22,8
1,1943,12,7,442,1,248096290,5,0,5,0,0,86,G,Major,62,25,35,87,0,8,3
1,2185,2,10,2181,4,161010532,77,29,60,9,487,110,G,Major,83,90,75,60,0,9,4
1,2136,2,17,45287,23,1121381139,101,34,2886,0,651,118,G,Major,60,58,81,36,0,12,7
2,2208,2,23,1710,0,139432825,28,1,18,0,0,94,D,Minor,82,22,71,2,0,9,4
1,2021,1,31,17822,24,2586873065,268,120,3019,11,32,121,A#,Minor,79,70,78,4,0,24,11
2,2001,5,17,829,0,55658543,32,2,34,0,1,138,C#,Major,72,19,70,1,0,16,4
3,1923,3,28,288,2,128012280,11,2,4,0,0,98,,Major,79,97,76,29,0,65,15
2,2176,6,21,213,10,56432524,20,113,8,1,72,136,A,Minor,80,81,59,30,0,14,4
2,2137,1,6,749,0,65640185,3,0,5,0,0,146,C#,Major,68,28,67,0,0,7,6
2,2215,12,14,1772,14,205359202,28,16,33,2,44,102,G,Minor,72,68,75,8,0,10,5
1,2201,10,19,6471,18,1113284695,62,22,2,0,,122,G#,Major,70,39,49,93,0,13,4
2,2130,5,13,3233,0,129317199,23,0,23,0,0,134,C#,Minor,85,81,58,50,0,13,8
1,1978,5,20,1976,1,193193891,14,1,21,0,0,115,E,Minor,69,96,76,30,2,12,3
1,2196,6,10,319,0,104850480,5,39,11,0,0,121,D,Major,59,26,52,40,0,27,4
3,2114,1,1,48324,0,930731762,207,1,7426,0,0,108,F#,Minor,79,94,88,4,0,10,4
2,1952,12,23,1297,0,100327952,48,8,57,0,0,85,G,Major,98,60,66,5,0,18,7
1,1863,4,20,747,4,156290891,15,11,18,0,0,130,B,Minor,86,65,43,32,0,9,9
3,1878,1,7,3739,0,317938795,57,29,39,0,0,71,C#,Minor,76,47,46,1,1,13,17
1,1989,6,31,2517,0,186920159,43,51,36,0,0,120,A#,Minor,52,42,60,0,0,15,10
1,1901,1,1,1178,0,374720077,82,35,5,0,0,95,C#,Minor,68,84,87,15,0,14,3
2,1884,5,6,1815,8,519803123,8,23,18,1,0,192,B,Minor,61,61,76,25,0,22,19
1,1983,3,21,4770,0,773209868,67,88,401,3,12,129,C#,Major,75,90,66,0,0,17,4
1,1876,5,9,289,0,72665669,0,17,6,0,0,150,G#,Minor,55,74,91,4,0,26,12
1,1949,7,15,1625,0,199450130,22,14,14,0,0,87,C#,Major,31,23,31,42,59,10,7
2,2148,3,3,425,0,85899514,7,10,13,0,0,65,C#,Minor,62,76,68,56,0,10,39
1,2006,11,12,4437,5,621856838,50,45,29,1,2,86,,Major,66,22,57,30,0,9,3
1,1919,3,17,3698,0,1130980850,11,11,274,0,7,145,A,Minor,55,23,43,64,0,16,6
1,1824,1,1,27351,39,1905218551,175,99,3192,11,168,122,C#,Minor,62,45,74,6,0,12,4
1,2195,5,19,3521,3,334790885,29,10,81,0,0,120,D,Major,55,39,30,87,0,11,4
2,2102,5,12,1502,0,70729204,4,1,7,0,0,107,B,Major,62,54,66,29,0,9,39
4,2121,10,3,6206,7,1201159744,115,93,571,19,9,83,B,Minor,68,62,77,26,0,41,28
2,1857,4,25,345,2,226587909,4,38,12,1,1,161,D#,Major,51,13,41,68,0,12,3
4,2147,6,10,2517,0,144925372,33,0,26,0,0,111,G,Major,97,16,59,1,0,8,6
1,2049,6,10,2030,7,228232299,117,74,104,1,6,98,A#,Minor,59,73,68,29,0,23,7
1,2145,10,1,1186,0,324898002,19,91,48,0,2,124,A,Major,74,98,91,9,0,7,6
1,1891,7,31,1998,0,423675802,20,0,41,0,0,79,,Major,49,11,57,7,0,21,3
2,1966,2,3,334,11,133548055,4,65,4,2,34,177,A,Major,52,84,65,8,0,6,5
3,2142,5,24,1117,78,66889613,81,156,59,15,1097,155,,Major,83,69,62,56,0,24,27
1,2206,8,3,2163,0,360741236,17,5,47,0,8,132,B,Major,44,35,43,61,0,9,7
1,2114,1,1,9006,24,917179012,172,110,172,0,5,215,G,Major,46,47,58,48,0,16,9
2,1881,6,21,271,9,38055818,9,7,23,2,68,140,F,Major,57,35,32,69,0,33,10
4,1998,1,15,13085,0,872875630,198,52,738,0,18,111,D,Major,81,77,82,1,0,32,13
2,1980,5,6,8664,47,1551320585,113,130,132,24,50,98,C#,Minor,83,45,78,9,0,9,8
1,2047,11,27,13309,0,527680952,220,31,411,0,0,107,,Major,56,25,57,0,2,29,3
1,2030,3,18,11625,12,1555672362,193,104,108,0,210,124,,Major,75,57,81,2,0,53,3
1,2129,5,14,479,0,155943118,5,36,1,0,0,163,F#,Minor,68,95,67,47,0,11,4
1,1824,6,23,536,0,208763525,18,22,13,0,2,101,D,Major,79,33,92,4,0,3,5
2,2136,4,4,265,8,120912245,8,85,4,1,1,120,A,Minor,81,91,88,32,0,8,4
1,2189,7,7,417,58,54876557,37,212,22,5,176,146,F,Minor,71,54,87,18,0,14,7
2,2201,7,16,1460,0,114593196,0,0,15,0,0,81,,Major,82,67,70,6,0,16,21
1,2185,11,10,4284,2,578360295,126,117,191,1,4,89,E,Minor,77,44,70,16,0,9,8
1,1880,12,20,1237,20,435258870,29,121,11,1,50,144,F#,Minor,83,18,59,3,0,9,12
1,1792,1,1,1059,0,336308532,85,32,5,0,0,111,C#,Minor,79,93,94,15,0,12,3
2,1991,4,19,1352,33,115081180,26,24,44,5,48,83,G,Major,80,45,66,10,0,10,15
1,1820,10,23,1988,0,247884222,13,10,17,0,0,82,E,Minor,75,17,30,18,0,12,37
3,2124,12,21,1082,0,195900464,22,41,11,0,0,141,C#,Major,64,56,67,12,0,6,35
1,1895,4,26,2192,0,279131017,28,43,22,0,0,126,G#,Major,83,29,61,6,0,12,33
1,2201,6,23,4204,0,927705238,25,0,418,0,0,121,B,Minor,71,51,67,14,0,30,4
3,1824,10,27,601,1,258346989,14,3,79,0,0,136,F#,Minor,86,54,64,38,0,15,25
2,2068,10,4,1481,0,154196503,23,7,15,0,0,143,G#,Minor,97,25,56,1,0,8,35
3,1881,3,16,5618,0,315142861,132,71,143,0,5,134,E,Minor,66,48,65,3,0,17,4
1,1901,11,31,28623,0,2288292248,479,79,1501,3,8,129,B,Minor,76,71,73,1,0,10,7
1,2163,11,7,17310,57,2972784136,436,123,1853,0,,114,C#,Major,51,49,37,70,0,12,3
1,1830,7,8,2318,33,446526032,44,72,45,5,6,159,E,Minor,73,62,51,4,0,25,13
1,2177,2,9,4010,11,461397304,105,48,709,22,,104,B,Major,82,74,79,35,0,12,4
1,1882,7,27,5456,2,773135900,71,0,268,15,,100,F,Minor,80,52,68,56,0,12,4
3,2036,5,4,643,1,46961684,10,12,12,0,1,164,C#,Minor,56,57,62,19,0,12,5
1,2072,13,2,199,6,189751858,7,6,0,0,50,123,F,Major,51,20,48,71,0,12,3
1,2163,11,4,729,2,105482710,27,17,34,1,0,89,E,Minor,66,33,68,16,0,11,5
3,1768,1,1,5765,0,290588654,92,38,164,0,0,109,G,Major,67,66,33,81,0,14,5
1,2098,1,26,1838,0,275020847,48,3,45,13,6,83,G#,Minor,76,62,52,31,0,24,8
2,2086,3,24,858,3,139115258,18,122,26,1,0,130,F,Minor,44,42,96,0,0,44,7
2,2025,7,23,12445,0,1707577617,214,28,647,0,,97,G,Minor,72,71,71,23,0,28,4
1,1825,11,5,1532,9,1551140659,0,0,374,0,0,136,F,Major,66,93,70,5,0,26,5
2,2181,1,1,16373,37,1198433194,116,85,900,1,505,127,,Major,48,90,94,8,0,5,25
2,2021,9,21,2542,0,196163075,99,62,31,0,0,98,F,Major,68,94,86,1,0,12,4
2,1958,1,17,6907,0,1161265817,59,42,406,0,1,156,A#,Minor,76,80,71,14,0,27,34
3,2042,3,30,251,2,122832162,12,2,4,0,0,99,,Major,89,92,73,29,0,64,16
2,1944,9,27,2497,13,297655247,55,7,61,3,1,99,F,Minor,78,58,73,6,0,9,5
1,2085,11,8,5535,0,795163958,87,87,195,0,11,85,B,Major,76,19,48,19,4,33,8
1,2054,10,28,3679,0,327293849,65,102,32,0,2,117,D#,Minor,89,53,41,16,3,9,11
1,1874,10,21,1897,0,223718594,6,5,14,0,0,136,E,Major,67,12,36,58,0,9,15
1,2034,9,7,1479,5,203934557,70,62,306,1,198,138,D,Major,49,26,57,0,0,8,3
1,1877,3,21,6727,7,1422363160,84,1,247,0,2,92,F,Major,50,27,43,65,0,35,3
2,1836,4,4,281,7,131447421,7,84,4,1,1,131,A,Minor,84,84,77,28,0,7,4
1,1899,8,16,1572,17,482790095,50,117,57,0,2,103,,Major,80,67,66,0,0,17,4
1,2056,5,16,1129,84,94107324,61,229,51,11,1012,120,C#,Minor,88,21,58,12,0,25,9
1,1964,5,19,3470,5,338207301,40,26,86,0,202,137,,Major,61,31,43,15,0,8,3
2,2023,7,25,13489,0,1948783333,272,42,752,0,,156,D#,Minor,78,95,70,2,0,5,6
1,2220,9,29,3005,0,311767479,133,29,209,1,39,163,A,Major,27,18,31,96,0,12,3
1,1873,1,9,478,0,201299762,9,57,16,0,0,133,G,Minor,80,61,64,42,0,33,4
2,1859,6,1,272,8,10895346,5,2,30,2,68,146,B,Minor,96,65,66,44,0,12,26
2,1850,5,13,3099,0,118225990,21,0,23,0,0,144,C#,Minor,87,78,57,48,0,13,8
3,1835,12,2,1716,0,199432418,11,21,12,0,2,82,G,Minor,47,23,72,19,0,18,27
2,2003,5,34,27822,0,2810475749,332,149,2095,0,47,95,G#,Major,71,68,54,44,0,12,3
1,2089,5,21,2193,0,247826237,20,3,36,0,0,136,D#,Major,50,38,59,76,0,10,4
1,1913,9,9,752,0,174009130,44,9,23,1,1,125,D#,Major,68,29,46,85,0,9,38
1,1892,11,12,8388,1,838484583,88,23,205,0,2,127,E,Minor,46,27,80,21,0,13,6
2,2182,10,4,4754,17,542536693,82,76,40,0,25,153,B,Minor,59,43,52,5,0,38,23
2,2079,4,23,4552,10,631501740,127,66,206,12,1,172,F,Major,70,59,69,25,0,9,31
3,2117,7,22,12055,58,1026185998,82,58,242,1,328,77,F#,Major,57,63,58,35,0,11,10
1,1821,1,1,4240,16,569978804,23,92,110,0,43,176,G#,Major,42,25,66,8,0,15,3
1,1901,2,10,1618,15,444019738,1,54,18,0,21,137,A,Minor,45,40,39,30,0,10,10
2,2040,3,19,8615,5,1282786486,248,93,476,3,11,123,,Major,60,69,80,3,0,10,3
1,2062,3,16,1172,9,111904951,19,9,16,0,5,87,F,Minor,66,64,61,4,0,14,19
1,1923,10,31,1516,0,167090578,90,13,80,0,34,120,D,Major,57,47,77,5,0,18,4
2,2073,8,24,13373,88,1137618539,270,181,554,44,753,140,G,Minor,55,40,89,4,0,32,4
3,1893,1,1,54300,0,848489817,186,1,7572,0,0,110,F#,Minor,81,87,89,4,0,10,4
2,2105,2,4,1150,0,87233478,42,1,24,0,0,117,C#,Minor,81,54,47,45,0,12,40
2,1930,3,4,6041,4,798036164,170,37,486,8,35,90,G#,Major,71,104,71,17,0,34,4
2,2190,5,21,595,50,63151743,1,48,8,0,1193,118,A,Major,60,87,83,74,7,9,7
1,2178,12,10,2732,25,412969327,63,164,39,1,219,151,F,Major,56,38,50,13,0,11,14
2,2036,9,27,146,6,77484371,10,77,2,0,41,130,F,Minor,75,93,74,56,0,9,9
3,1995,1,1,6133,0,324400721,88,41,171,0,0,107,G,Major,67,79,31,84,0,16,5
1,1860,12,4,1650,0,225609536,36,45,33,16,0,150,G#,Major,45,15,56,38,14,32,5
1,2044,11,20,1979,0,179917330,43,39,49,12,4,140,G#,Minor,51,67,49,66,0,12,19
1,1864,4,1,7550,4,1146212218,107,36,142,0,41,194,A,Major,46,22,61,63,0,46,10
1,1913,8,7,742,46,52685299,26,95,28,14,200,107,F,Major,66,28,64,40,0,10,4
3,1928,8,5,2075,0,168992742,52,1,51,0,0,126,E,Minor,66,19,48,7,0,25,9
1,1904,3,3,153,0,33883318,2,9,0,0,0,130,,Major,55,34,65,38,0,8,3
1,1923,1,1,3437,0,130435950,59,35,39,0,0,109,F#,Minor,75,93,35,82,0,8,4
1,2127,3,32,4189,0,809016264,36,41,232,0,0,129,G,Major,58,10,32,89,0,7,5
3,2193,8,15,6614,48,2069595670,193,47,6540,2,0,133,D,Major,58,80,101,3,0,9,8
1,2019,9,17,23912,0,946404058,125,1,663,3,0,106,A#,Minor,65,21,60,74,0,6,6
2,2094,13,19,3881,36,597976267,50,78,80,14,179,162,F#,Minor,82,58,67,5,0,11,6
1,2075,9,12,310,6,316508816,11,84,1,0,7,93,F#,Minor,73,36,55,35,0,11,4
1,1821,1,1,20691,43,1655072359,101,72,4179,5,0,119,G,Major,98,60,65,0,0,33,10
1,1917,3,24,645,62,382777195,8,101,22,2,30,131,G,Major,62,35,79,0,0,39,4
1,2050,4,8,3289,10,311686083,61,53,44,0,6,143,A,Major,49,26,30,51,0,22,3
1,2178,9,28,8880,4,1209895511,40,71,382,0,3,89,A#,Major,58,30,52,8,15,12,3
6,2049,2,25,991,0,110567366,37,35,31,0,0,100,A,Minor,96,66,73,13,0,8,14
1,2166,3,33,4185,0,842134192,35,44,269,0,0,123,G,Major,61,12,35,84,0,8,5
1,1891,12,9,22166,33,1908354240,79,64,474,0,15,97,A#,Minor,67,43,52,33,0,7,30
2,1886,1,21,961,26,399241263,19,150,9,6,14,130,G,Minor,72,86,90,10,0,11,5
1,1830,13,9,1372,0,156178396,23,48,12,0,0,107,A,Minor,44,62,30,90,0,21,4
3,2185,12,2,1619,0,199709631,11,23,13,0,2,90,G,Minor,44,24,63,18,0,19,31
2,1858,1,12,579,15,305506571,11,79,6,1,32,103,,Major,76,33,58,6,0,8,8
2,1960,4,11,4536,0,997527357,102,84,267,0,1,109,B,Minor,60,74,88,8,0,17,11
1,1844,1,1,15821,0,812998663,187,176,186,0,,139,G#,Major,64,91,41,71,0,44,5
1,2107,3,27,12189,6,1315438061,151,115,857,1,114,143,C#,Major,43,18,61,23,0,35,4
1,1853,10,24,8547,0,1364963375,159,59,103,0,2,154,,Major,74,61,73,43,0,10,12
3,2218,5,12,2086,0,79805148,9,0,8,0,0,118,G#,Major,59,67,68,50,0,33,41
1,1824,1,6,2815,0,203593910,18,84,60,0,1,150,,Major,55,48,74,0,0,8,3
2,2046,4,27,838,0,191331558,15,87,24,0,0,142,E,Major,82,94,92,3,0,3,9
3,2117,7,23,253,4,297370353,7,19,2,0,0,95,F,Minor,85,54,66,9,0,14,8
1,1952,10,2,886,0,143219955,9,1,8,0,0,153,E,Minor,77,25,82,8,0,51,25
2,2178,5,25,2094,0,213138758,25,1,45,1,0,78,F,Minor,65,37,83,2,0,56,23
1,2031,2,10,2210,4,167891353,83,28,68,9,440,125,G,Major,93,101,78,67,0,8,4
1,1878,6,8,469,40,53858419,74,123,43,1,162,111,F#,Major,71,76,82,6,0,5,3
1,2100,3,3,203,0,33832952,5,9,0,0,0,144,,Major,57,56,76,5,0,35,4
1,2055,9,10,2746,4,226310942,93,94,84,9,197,96,C#,Minor,72,79,72,31,0,38,4
2,2020,9,26,17111,11,2281185243,399,168,3017,6,118,101,G,Major,56,29,41,38,0,27,3
2,1969,1,6,1259,0,99910101,9,10,9,0,0,110,D,Major,78,82,91,9,0,31,20
2,1897,5,27,539,0,46329395,22,19,30,0,0,92,G#,Major,66,7,61,6,0,59,6
1,2101,1,7,3099,6,402603290,12,84,36,0,3,128,A,Minor,75,65,58,4,0,16,3
1,2061,2,22,5638,4,1021707148,107,116,229,0,39,121,,Major,65,54,48,58,0,12,5
1,2139,8,6,2682,0,132070671,17,83,41,0,0,123,A#,Minor,64,35,84,1,0,28,4
1,2056,10,18,6550,16,1038057831,60,22,2,0,,123,G#,Major,71,42,49,83,0,11,4
3,1852,7,5,2002,0,164419341,48,1,47,0,0,133,E,Minor,74,20,48,7,0,25,7
1,1926,5,10,26769,0,2598083141,538,156,3553,6,,93,F#,Minor,85,56,53,72,0,19,10
3,2101,8,7,2721,2,425865521,89,77,63,0,14,99,A,Minor,78,66,77,17,0,24,5
2,2153,8,28,11775,72,1119193646,305,185,517,46,774,138,G,Minor,51,38,97,4,0,35,4
1,2095,1,7,3017,5,406075841,13,82,32,0,3,136,A,Minor,69,59,53,4,0,14,3
1,1826,1,5,174,0,920622767,0,0,5,0,0,78,F,Minor,37,25,44,40,0,21,3
1,2165,11,1,3595,0,487516499,23,3,11,0,0,136,D,Major,54,103,80,47,0,37,4
1,2128,11,7,6192,0,859957377,84,95,164,0,12,83,B,Major,71,18,49,23,4,32,8
2,2185,8,5,6282,10,515972477,117,16,185,3,163,143,F#,Minor,54,21,79,1,0,15,5
1,2099,1,1,19876,6,680504099,34,10,281,0,0,140,C#,Major,36,26,69,15,0,9,5
1,2008,3,16,1859,49,132838356,48,115,63,1,0,96,F#,Minor,48,16,34,68,10,10,3
1,2065,3,30,308,2,144846387,28,2,29,0,0,119,C#,Minor,88,30,45,13,0,10,11
1,2062,1,1,7969,0,373319641,108,123,71,0,0,138,,Major,66,74,34,64,0,16,3
1,1911,7,15,2255,2,662390662,0,0,26,0,0,110,A#,Minor,85,74,75,10,0,31,7
1,2156,11,21,2362,0,199539134,11,6,27,0,1,150,E,Major,33,27,53,8,0,14,3
1,2098,3,22,21444,5,1366718849,36,0,8072,0,0,120,A,Major,47,25,84,0,0,59,4
3,1841,5,25,4116,0,172897064,76,48,124,0,0,99,B,Minor,87,80,76,18,0,8,5
1,1995,7,16,3080,22,698677712,91,83,69,1,78,144,E,Major,60,30,52,48,0,12,3
1,1981,10,18,4803,0,460027719,98,8,212,0,0,79,C#,Major,55,52,78,10,0,3,5
2,2160,12,24,411,5,203207350,3,29,2,1,0,137,D#,Minor,77,80,44,40,0,11,5
1,1986,2,4,2067,0,111499120,25,1,62,0,0,68,,Minor,27,24,20,20,0,28,3
2,2136,12,23,1245,31,621284178,12,8,5,0,1,82,F,Minor,58,54,52,41,5,9,11
1,1860,9,23,2957,0,348092907,39,36,22,2,0,166,G,Major,77,39,54,6,0,9,7
2,2215,1,26,4529,0,294961563,142,67,127,1,17,116,A#,Major,77,49,73,20,0,29,4
2,1978,2,2,199,4,89450119,8,76,2,1,1,127,G,Minor,66,86,62,25,0,12,4
1,1935,6,15,15567,0,2337155742,205,33,774,0,5,82,B,Minor,45,22,52,38,0,34,22
1,1912,6,10,2425,0,212180943,47,2,26,0,1,101,C#,Major,68,65,77,0,0,33,8
3,1855,1,1,10877,0,412689439,79,86,124,0,0,99,A,Major,25,19,24,97,0,38,3
1,2199,1,1,32337,11,765364963,121,30,642,0,4,117,A#,Minor,88,47,56,3,0,17,24
2,2000,8,23,3208,13,304657368,54,32,72,2,0,109,,Major,79,20,76,0,4,33,9
1,1969,11,4,6778,0,533051757,44,114,244,0,0,96,F,Major,31,33,61,48,27,22,13
1,1957,1,1,4960,0,572701931,92,21,384,0,106,93,G#,Major,55,33,94,11,0,34,8
2,2188,1,10,7694,2,653048371,108,144,475,0,42,106,D,Major,61,19,72,8,0,11,4
2,1905,1,7,577,0,54230188,17,3,3,0,0,125,F,Minor,99,80,58,17,0,14,31
1,2068,12,8,8139,0,1349405931,171,60,1035,9,73,127,B,Minor,76,60,87,13,0,33,5
1,2097,13,1,1895,0,293603010,60,9,101,0,10,82,G,Major,42,6,26,60,0,9,3
4,2085,6,16,3129,0,113585828,56,6,125,1,0,116,A,Major,78,99,70,27,0,27,4
1,1991,9,15,1385,17,520553540,52,111,60,0,2,113,,Major,86,67,74,0,0,19,4
3,2131,6,10,743,2,124817585,19,0,22,0,27,121,D#,Minor,74,70,38,43,0,7,42
3,1859,3,17,2955,0,263080229,47,16,30,0,0,90,G,Minor,88,57,80,14,0,16,6
